question_id,question,options,answer,answer_index,cot_content,category,src
11427,Найдите косинус-ряд Фурье на интервале 0 < x < c для функции f(x) = x.,"['f(x) примерно равно (1 / 2)с + (2с / π^2) бесконечная сумма от k=1 до бесконечности [косинус[(2k)πх / с] / (2k)^2].'
 'f(x) примерно равно (1 / 2)с + (4с / π^2) бесконечная сумма от k=0 до бесконечности [косинус[(2k + 1)πх / с] / (2k + 1)^2].'
 'f(x) примерно равно (1 / 2)с - (4с / π^2) бесконечная сумма от n=1 до бесконечности [1 / n^2]cos{(nπх) / с}.'
 'f(x) примерно равно (1 / 2)c - (4c / π^2) бесконечной сумме от k=0 до бесконечности, где каждый элемент равен cos[(2k + 1)πx / c] / (2k + 1)^2.'
 'f(x) примерно равно (1 / 2)c - (4c / π^2) бесконечной сумме от k=1 до бесконечности, где каждый элемент равен cos[(2k)πx / c] / (2k)^2.'
 'f(x) примерно равно (1 / 2)с - (2с / π^2) бесконечная сумма от n=0 до бесконечности [{1 - (-1)^n} / n^2]cos{(nπx) / c}.'
 'f(x) примерно равно (1 / 2)c + (4c / π^2) бесконечная сумма от n=1 до бесконечности [{(-1)^n} / n^2]cos{(nπx) / c}.'
 'f(x) примерно равно (1 / 2)c + (2c / π^2) бесконечной сумме по n от 1 до бесконечности [(1 - (- 1)^n) / n^2]cos{(nπx) / c}.'
 'f(x) примерно равно (1 / 2)с + (2с / π^2) бесконечная сумма от n=1 до бесконечности [(-1)^n / n^2]cos{(nπх) / с}.'
 'f(x) примерно равно (1 / 2)с - (2с / π^2) бесконечная сумма от n=1 до бесконечности [{1 - (- 1)^n} / n^2]cos{(nπx) / с}.']",D,3,,engineering,stemez-ElectronicCommunications
3977,"Если высота водяного столба составляет 600 мм, то какая будет высота ртутного столба?","['225 мм рт. ст.' '80.0 мм рт. ст.' '32.2 мм рт. ст.' '44.1 мм рт. ст.'
 '136 мм рт. ст.' '56.3 мм рт. ст.' '160 мм рт. ст.' '750 мм рт. ст.'
 '600 мм рт. ст.' '13.6 мм рт. ст.']",D,3,,chemistry,stemez-PhysicalChemistry
772,"Каждый день Пол, который учится в третьем классе, обедает в школе. Он любит только Твинки (t) и газировку (s), и они приносят ему пользу, равную utility = U(t,s) = \sqrt{ts}. Если Твинки стоят по $0.10 за штуку, а газировка - $0.25 за стакан, мама Пола дает ему $1. Сколько Твинков должен купить Пол, чтобы максимизировать пользу?","['1. Переведи на русский язык.'
 'Переведи на русский 2, выведи только русский текст.' 'девять' 'четыре'
 'семь' 'восемь' 'пять' 'шесть' '3 - три' '0 - ноль']",G,6,,business,theoremQA-Finance
2218,Для большинства детей страх перед незнакомцами начинается примерно в _____ месяцев возраста.,"['четыре до шести' 'Одиннадцать до тринадцати.' 'восемь до десяти'
 'два до трех' 'три до пяти' '15 to 18 - пятнадцать до восемнадцати'
 'один до двух' 'Двенадцать до четырнадцати.' 'Семь до девяти.'
 'шесть до семи']",C,2,,psychology,ori_mmlu-professional_psychology
550,"Уильям Аккра обнаружил, что производительность его компании резко увеличивается каждую неделю. Когда t - количество недель производства, производительность является прямой функцией F(t), такой что F(t) = -10 000 + 50t^4. Сколько недель работы потребуется им, чтобы достичь производства в 190 000?","['10 недель' '14 недель' '13 недель' '9 недель' '7 недель' '6 недель'
 '12 недель' '8 недель' '5 недель' '11 недель']",H,7,,business,stemez-Business
2867,"Повышение уровня свободного кальция внутри клетки яйцеклетки морского ежа вызывает высвобождение протеолитических ферментов, которые предотвращают полиспермию. Описанные события включают в себя...","['Реакция полиспермии.' 'ферментативная реакция'
 'протеолитическая реакция' 'акросомальная реакция' 'реакция ооцита'
 'реакция оплодотворения' 'Реакция кальция.' 'Кортикальная реакция'
 'зона реакции' 'внутриклеточная реакция']",H,7,,biology,ori_mmlu-college_biology
231,"Мистер Стоун решает взять кредит в банке, чтобы купить новую машину. Если он займет 4 000 долларов на 90 дней с 6-процентной скидкой, сколько он фактически получит?","['Три тысячи семьсот шестьдесят.' 'Четыре тысячи шестьдесят'
 'Четыре тысячи сто двадцать.' 'Три тысячи восемьсот восемьдесят.'
 '3,800 - три тысячи восемьсот' '""три тысячи восемьсот шестьдесят"".'
 'Три тысячи девятьсот шестьдесят.' '3,900 - три тысячи девятьсот.'
 '4,000 (четыре тысячи)' 'Три тысячи девятьсот сорок.']",J,9,,business,stemez-Business
6252,"Ранее здоровый 15-летний мальчик был доставлен в отделение неотложной помощи через 1 час после начала головной боли, головокружения, тошноты и одного эпизода рвоты. Его симптомы начались в течение первого часа полноценной футбольной тренировки в полной экипировке. Он сообщил о слабости и головокружении, но не потерял сознание. Он рвотил один раз после питья воды. При поступлении он потеет. Он не ориентируется во времени, месте и собственной личности. Его температура составляет 39,5 ° C (103,1 ° F), пульс - 120 / мин, дыхание - 40 / мин, а АД - 90/65 мм рт. ст. Обследование, включая неврологическое обследование, не выявило других отклонений. Какой из следующих вариантов является наиболее подходящим следующим шагом в лечении?","['Выполните введение инъекции эпинефрина.'
 'Подавайте кислород через назальный канюлю.'
 'Выполнить люмбальную пункцию.' 'Погрузите пациента в ледяную воду.'
 'Нанесите холодные компрессы на лоб.'
 'Получить компьютерную томографию головы.' 'Подайте дозу ибупрофена.'
 'Провести внутривенное введение жидкости.' 'empty'
 'Проведите внутривенное введение глюкозы.']",H,7,,health,ori_mmlu-professional_medicine
9387,"Больница получает и помещает на хранение партию радиоактивного йода объемом 100 мКи, у которого период полураспада составляет 8 дней. Как долго партию можно хранить, чтобы она все еще обеспечивала терапевтическую дозу в 12 мКи·час?","['75 дней' '55 дней' '120 дней' '50 дней' '89.4 дня' '95 дней' '40 дней'
 '30 дней' '100 дней' '65 дней']",E,4,,physics,stemez-Physics
3914,"Предположим, что все газы являются идеальными и что данные относятся к 298.15 K, если не указано иное. Оцените изменение энергии Гиббса $1.0 \mathrm{дм}^3$ бензола, когда давление, действующее на него, увеличивается с $1.0 \mathrm{атм}$ до $100 \mathrm{атм}$.","['25 килоджоулей' '-10 кДж' '+5 килоджоулей' '+2 кДж' '+40 кДж' '+20 кДж'
 '+15 кДж' '+30 кДж' '+10 кДж' '+50 килоджоулей']",I,8,,chemistry,scibench-atkins
1649,"1 сентября покупатель заключил договор на покупку 10 000 виджетов у продавца по цене 1 доллар за виджет с доставкой не позднее 30 сентября. 15 сентября всемирный дефицит виджетов вызвал резкое увеличение рыночной цены на виджеты, поэтому продавец решил не доставлять виджеты покупателю. Продавец отправил письмо покупателю, в котором указал, что виджеты не будут доставлены. Покупатель получил письмо продавца 20 сентября. 15 октября покупатель подал иск против продавца о нарушении договора. При определении ущерба, к которому имеет право покупатель, какая из следующих цен будет принята в качестве рыночной цены виджетов?","['Цена на рынке 15 сентября.' 'Рыночная цена на дату подачи иска.'
 'Самая высокая рыночная цена, зафиксированная в период с 1 сентября по 15 октября.'
 'Средняя рыночная цена с 1 сентября по 30 сентября.'
 'Цена на рынке 15 октября.' 'Рыночная цена на 1 сентября.'
 'Цена на рынке 20 сентября.' 'Цена на рынке на 30 сентября.'
 'Рыночная цена на дату, когда должны были быть доставлены виджеты.'
 'Рыночная цена на дату подписания контракта.']",G,6,,law,ori_mmlu-professional_law
4525,"Предположим, что все газы являются идеальными и что данные относятся к 298,15 К, если не указано иное. Рассчитайте общее изменение энтропии, когда образец азотного газа массой 14 г при 298 К и 1,00 бар удваивает свой объем в изотермическом обратимом расширении.","['-4.8 Дж/К' '2.3 Дж/К' '-1.0 Дж/К' '1.5 Дж/К' '3.2 Дж/К' '-2.3 Дж/К'
 'empty' '5.0 Дж/К, выведи только русский текст'
 '4.1 Дж/К, выведи только русский текст' '-3.5 Дж/К']",G,6,,chemistry,scibench-atkins
7221,"Если люди ожидают, что цена на определенный продукт в ближайшем будущем увеличится.","['это увеличит предложение продукта.'
 'Это приведет к сокращению поставок продукта производителем.'
 'Это не повлияет на спрос на продукт ни сейчас, ни в будущем.'
 'это уменьшит предложение продукта.' 'это увеличит спрос на продукт.'
 'Это не повлияет на спрос на продукт прямо сейчас.'
 'это сделает продукт устаревшим.' 'Это снизит спрос на продукт.'
 'Это не повлияет на поставку продукта.'
 'Это приведет к тому, что производитель увеличит поставку продукта.']",E,4,,economics,ori_mmlu-high_school_macroeconomics
5144,Какой из следующих пунктов не является якобы благоприятным результатом процесса глобализации?,"['Перераспределение богатства, устранение неравенств в экономической и ресурсной аллокации по всему миру через ощущение большей ""взаимосвязи"".'
 'Растущее ощущение глобального сообщества, приводящее к возникновению сверхнациональных идентичностей, которые возникают из чувства близости населения друг к другу.'
 'Обмен идеями, технологиями и ресурсами, которые могут прямо способствовать обеспечению безопасности человека, такие как медицинские достижения.'
 'Глобальный рынок, который продемонстрировал способность, если не ограничивать его, снижать бедность и достигать значительных экономических выгод.']",A,0,,other,ori_mmlu-security_studies
6162,"Автоигозность-картирование используется для картирования нарушений, которые показывают, какой шаблон наследования?","['Аутосомно-рецессивный' 'Y-сцепленный рецессивный'
 'Неполное доминирование' 'Митохондриальное наследование.'
 'Аутосомно-доминантное' 'Кодоминантное наследование.'
 'X-сцепленный рецессивный' 'Мультифакторное наследование.' 'empty'
 'Y-сцепленное доминантное наследование']",A,0,,health,ori_mmlu-medical_genetics
11247,Какое из следующих объяснений лучше соответствует логическому просчету игнорирования опровержения?,"['Утверждение, что аргументирующий оппонент занял легко победимую позицию, которую оппонент на самом деле не занял, побеждение этой позиции и действие, будто ты нанес значительный ущерб общему аргументу этого человека.'
 'вызывая путаницу во время опровержения из-за реального или притворного отсутствия способности вступить в опровержение.'
 'характеризация противоположного аргумента таким образом, чтобы он или его последствия казались смехотворными'
 'спорить о необходимости предпринять действие исключительно на основе нужды быть верным кому-то или группе']",B,1,,philosophy,ori_mmlu-logical_fallacies
1431,"Подрядчик согласился перестроить гараж владельца дома за 5000 долларов. Прямо перед подписанием сторонами одностраничного письменного контракта владелец дома обратил внимание подрядчика на то, что контракт не указывает срок окончания работ. Стороны устно согласились, но не указали в контракте, что подрядчик завершит работы в течение 60 дней, и затем они оба подписали контракт. В контракте не было предусмотрено положение о слиянии. Подрядчик не смог завершить работы в течение 60 дней. Владелец дома подал иск против подрядчика о нарушении контракта. Суд, вероятно, допустит доказательства относительно устного соглашения сторон о завершении работ в течение 60 дней?","['empty'
 'Да, потому что владелец дома упомянул о сроке до подписания контракта.'
 'Да, потому что владелец дома может предоставить доказательства устной сделки.'
 'Да, потому что ограничение по времени является дополнительным условием, которое не противоречит частично интегрированному письменному контракту.'
 'Нет, потому что устное соглашение считается слуховым доказательством.'
 'Нет, потому что контракт является полностью интегрированным письменным договором.'
 'Да, потому что суд может учитывать устные соглашения в отсутствие положения о слиянии.'
 'Нет, потому что суд должен установить значение соглашения на основе условий письменного контракта.'
 'Да, потому что контракт неоднозначен.'
 'Нет, потому что устное соглашение было лишь частью переговоров сторон.']",D,3,,law,ori_mmlu-professional_law
4754,"То, что современные африканцы не обладают никакой ДНК неандертальцев, указывает на то, что:","['Генетический поток между неандертальцами и анатомически современными людьми, должно быть, произошел до того, как неандертальцы эмигрировали из Африки.'
 'Генетический поток между неандертальцами и анатомически современными людьми произошел после того, как анатомически современные люди мигрировали из Африки.'
 'Неандертальцы, жившие в Африке, не скрещивались с анатомически современными людьми, но, вероятно, следовали за ними, когда они мигрировали из Африки.'
 'Смешение между анатомически современными людьми и неандертальцами никогда не происходило.']",B,1,,history,ori_mmlu-prehistory
4849,empty,"['Сделало это слишком сложным для правительства собирать деньги через налоги и пошлины.'
 'не содержал положения о создании новых штатов'
 'создал слишком мощного исполнительного директора'
 'установила единую, объединенную национальную идентичность слишком быстро'
 'отказал федеральному правительству власть посредничать в спорах между штатами'
 'предоставил слишком много власти судебной ветви'
 'Не удалось установить национальную валюту.'
 'не предусматривал механизма для их собственного изменения'
 'не предусматривал национальной армии или флота'
 'разрешал неограниченное перемещение товаров и людей между государствами']",A,0,,history,ori_mmlu-high_school_us_history
2314,Как можно устранить оценочное беспокойство в социально-психологических экспериментальных условиях?,"['Проводя эксперимент с присутствием сверстников испытуемого.'
 'Предлагая финансовые стимулы субъектам.'
 'Сделав субъекта осведомленным о том, что его наблюдают.'
 'С помощью полевых экспериментов и ""ненавязчивых"" подходов.'
 'Предоставляя субъектам ложную информацию о их результативности.'
 'Увеличивая количество наблюдателей в эксперименте.'
 'Путем использования двойной слепой процедуры, когда ни испытуемые, ни экспериментаторы не знают настоящей цели исследования.'
 'Проводя эксперимент в знакомой среде.']",D,3,,psychology,stemez-Psychology
8645,"Решите задачу Коши $y^{\prime \prime}-y^{\prime}-2 y=0, y(0)=\alpha, y^{\prime}(0)=2$. Затем найдите значение $\alpha$ такое, чтобы решение стремилось к нулю при $t \rightarrow \infty$.","['1. Переведи на русский: ""Hello, how are you?' 'минус два' 'пять'
 'четыре' '-1' '0 - ноль' '-3' '-четыре' 'три' '2 - два']",B,1,,math,scibench-diff
5767,Какое было первоначальное название компьютера Apple Macintosh XL?,"['Макинтош Экстра Лардж' 'Apple Macintosh Plus (Эпл Макинтош Плюс)'
 'Apple Macintosh Supreme - Эппл Макинтош Суприм'
 'Я не могу перевести только русский текст.' 'Оранжевый XL'
 'Макинтош Сеньор' 'Лиза 2' 'Бабушкин Смит, выведи только русский текст.'
 'Мак Дэдди' 'Лиза XL']",G,6,,other,ori_mmlu-miscellaneous
82,"Каков термин для типа предвзятости ""правило большого пальца"" при принятии решений?","['Фрейминг-предубеждение' 'Эффект доступности'
 'Предубеждение представительности' 'Самоуслужливый эффект'
 'Эффект заднего взгляда' 'Искажение избыточной уверенности.'
 'Подтверждение предубеждения' 'Оптимистический эффект' 'Эффект якорения'
 'Эвристика.']",J,9,,business,ori_mmlu-management
2938,"Если активность фермента постоянна в широком диапазоне значений pH, то, вероятно,","['фермент неактивен при любых значениях pH'
 'На ферменте или субстрате нет ионизирующих групп, участвующих в реакции.'
 'Только ионизирующие группы на подложке участвуют в реакции.'
 'Ионизирующие группы как на ферменте, так и на субстрате участвуют в реакции.'
 'только неионизирующие группы на подложке участвуют в реакции'
 'фермент и субстрат неактивны при любом значении pH'
 'подложка неактивна при любых значениях pH'
 'Группы, не образующие ионов, как на ферменте, так и на субстрате, участвуют в реакции.'
 'Только ионизирующие группы на ферменте участвуют в реакции.'
 'Только неионизирующие группы на ферменте участвуют в реакции.']",B,1,,biology,ori_mmlu-college_biology
9495,"Какова гирочастота электрона в магнитном поле 10 килогаусс, или 1 × 10^4 гаусс? (Поле от 10 до 15 килогаусс является типичным для обычных лабораторных электромагнитов с железным сердечником.)","['2.1 × 10^10 cps переводится на русский как ""21 миллиард герц"".'
 '12 миллиардов герц' '15 миллиардов колебаний в секунду'
 '18 миллиардов циклов в секунду'
 'Три с половиной миллиарда колебаний в секунду.'
 '55 миллиардов колебаний в секунду' '32 миллиарда колебаний в секунду'
 '40 миллиардов колебаний в секунду' '25 миллиардов колебаний в секунду'
 '28 миллиардов герц']",J,9,,physics,stemez-Physics
2767,"Категории критериев оценки для системы оценки Экснера, используемой для оценки теста Роршаха, включают все перечисленные ниже, за исключением:","['Текстура' 'Местоположение' 'Популярный' 'Форма' 'Ориентация' 'Цвет'
 'Содержание' 'Сложность']",F,5,,psychology,ori_mmlu-professional_psychology
1657,"Униформированный полицейский парка Соединенных Штатов остановил водителя за проезд на красный свет. Мужчина грубо отреагировал, сказав офицеру, что у него нет полномочий остановить его. Возникла краткая драка, и офицер предъявил еще два обвинения - в беспорядочном поведении и неповиновении офицеру. В конечном итоге, ответчик признал себя виновным в нарушении красного света, и два других обвинения были отклонены. Затем он подал иск в федеральный суд против полицейского парка, в котором он заявил о нарушении гражданских прав Бивенса в связи с ложным арестом и злонамеренным преследованием. Первая юридическая теория заключалась в том, что полицейский парка не имел полномочий остановить и арестовать истца на улице Нью-Йорка за нарушение правил дорожного движения штата. Он утверждал, что офицер находился за пределами своей юрисдикции федеральной земли парка. Суд, вероятно, подтвердит полномочия полиции парка на основании этих фактов.","['Сотрудник полиции национальных парков США имел право произвести арест, но ему необходимо было немедленно передать задержанного штатной полиции.'
 'Офицер имел право произвести арест, но только потому, что ответчик вел себя беспорядочно и отказался подчиниться офицеру.'
 'Федеральные сотрудники, включая парковую полицию США, не имеют права задерживать лиц по нарушениям закона штата ни при каких обстоятельствах.'
 'Полномочия офицера по осуществлению ареста зависят от конкретного соглашения между федеральной парковой системой и штатом Нью-Йорк.'
 'Федеральный сотрудник имеет право арестовывать за убийство и тяжкие преступления, но не может задерживать нарушителей правил дорожного движения в пределах географической юрисдикции штата.'
 'Федеральный сотрудник явно вышел за пределы своих полномочий и, очевидно, не может производить аресты за пределами федеральных парковых систем.'
 'Все федеральные сотрудники могут задерживать лиц за все уголовные преступления в географической юрисдикции штата в соответствии с приоритетным статусом федерального закона и федеральных правоохранительных органов.'
 'У парковой полиции США есть право производить арест без ордера за нарушение закона штата, благодаря предоставленным законодательными актами полномочиям от различных штатов.'
 'Все офицеры парковой полиции США имеют юрисдикцию по всей стране и могут задерживать лиц за любые правонарушения, независимо от того, происходят они на федеральных или штатных землях.']",H,7,,law,ori_mmlu-professional_law
3941,"Найдите ∆H°, теплоту реакции, для гидролиза мочевины до СО_2 и NH_3. Хотя реакция не происходит с заметной скоростью в отсутствие фермента уреазы, ∆H все равно можно вычислить по следующим термодинамическим данным: Компонент ∆H°_f (Ккал/моль) Мочевина (раствор) - 76.30 СО_2 (раствор) - 98.69 H_2O (жидкость) - 68.32 NH_3 (раствор) - 19.32 Реакция гидролиза выглядит следующим образом: H_2O (жидкость) + H_2N - CO - NH_2 → CO_2 (раствор) + 2NH_3 (раствор) (мочевина).","['-2.71 Ккал/моль' '7.29 Ккал/моль' '5.29 Ккал/моль' '11.29 Ккал/моль'
 '10.29 ккал/моль' '3.29 ккал/моль' '6.29 ккал/моль' '9.29 Ккал/моль'
 '-4.71 ккал/моль' '8.29 Ккал/моль']",B,1,,chemistry,stemez-Chemistry
12030,"В эксперименте по изучению теплопередачи металлический ящик длиной 35 дюймов, шириной 10 дюймов и глубиной 3 дюйма движется со скоростью 73,3 фута в секунду. Температура поверхности ящика составляет T_s = 145°F, в то время как температура окружающего воздуха равна T_\infty = 35°F. Предполагается наличие турбулентного пограничного слоя и одинаковый коэффициент конвективной теплопередачи для всех сторон ящика. Обратите внимание, что дно ящика не подвержено воздействию воздуха и, следовательно, не будет терять тепло. Рассчитайте скорость теплопотока из ящика.","['6000 Btu/hr переводится на русский язык как 6000 Британских тепловых единиц в час.'
 '5353 Btu/hr переводится на русский как 5353 британских тепловых единиц в час.'
 '5000 Btu/hr переводится на русский язык как 5000 британских тепловых единиц в час.'
 '4100 Btu/hr переводится на русский как 4100 Британских тепловых единиц в час.'
 '3200 Btu/hr переводится на русский язык как 3200 Британских тепловых единиц в час.'
 '2900 Btu/hr переводится на русский как 2900 Британских тепловых единиц в час.'
 '""4500 британских тепловых единиц в час"".'
 '6800 Btu/hr переводится на русский как 6800 Британских тепловых единиц в час.'
 '7500 Btu/hr переводится на русский как 7500 Британских тепловых единиц в час.'
 '6200 Btu/hr можно перевести на русский язык как ""6200 британских тепловых единиц в час"".']",B,1,,engineering,stemez-TransportPhenomena
3178,Какова физиологическая основа аллергий? Какие меры можно принять для снижения их воздействия?,"['Аллергии - это неблагоприятные иммунологические реакции на антигены. Антигистаминные препараты и десенсибилизирующая терапия могут помочь снизить эффект аллергий.'
 'Аллергии вызываются избыточным производством белых кровяных клеток организмом. Избегание аллергенов и прием витаминных добавок могут снизить эффект аллергии.'
 'Аллергии вызваны генетическими мутациями и могут быть минимизированы регулярными упражнениями и здоровым питанием.'
 'Аллергии могут быть полностью вылечены антигистаминными препаратами.'
 'Аллергии вызываются контактом с патогенами.'
 'Аллергии развиваются из-за чрезмерно активной нервной системы. Бета-блокаторы и препараты, успокаивающие нервную систему, могут помочь смягчить эффекты аллергии.'
 'Аллергии являются результатом недостаточной иммунной реакции.'
 'Аллергии являются психосоматическими и могут быть контролируемы с помощью техник снижения стресса и медитации.'
 'Аллергии возникают из-за неспособности организма производить достаточное количество антител. Иммуноглобулиновая терапия может помочь снизить эффект аллергий.'
 'Аллергии - это естественная реакция организма на окружающую среду. Использование очистителей воздуха и избегание активностей на открытом воздухе могут снизить симптомы аллергии.']",A,0,,biology,stemez-Biology
10363,"Каков ранг следующей матрицы? A = [[1, 1, 1], [1, 1, 1], [1, 1, 1]]","['2.' 'четыре' '3 - три' '1. Переведи на русский язык.' 'Неопределенный'
 '0 - ноль' 'Бесконечный.' '-1' 'шесть' 'пять']",D,3,,computer science,ori_mmlu-machine_learning
5003,Египетская система иероглифов:,"['была простой формой письма, где один символ представлял одно слово.'
 'все вышеуказанное' 'похоже, что развилась внезапно'
 'не использовал пиктограммы' 'было заимствовано у сумерцев'
 'был разгадан только в 20-м веке'
 'было использовано только для религиозных текстов'
 'было заменено латинским алфавитом во время римского периода'
 'была самой ранней формой письма в мире'
 'был использован только королевской семьей']",C,2,,history,ori_mmlu-prehistory
5469,"Какое из следующих событий, скорее всего, указывает на наличие сделок с заинтересованными сторонами?","['Покупка офисных принадлежностей у поставщика по рыночной стоимости.'
 'Страхование жизни ключевых руководителей и указание организации в качестве выгодоприобретателя.'
 'Продажа недвижимости по цене, значительно отличающейся от ее оценочной стоимости.'
 'Продажа товаров покупателям по рыночной стоимости.'
 'Выплата дивидендов всем акционерам по одной и той же ставке.'
 'Получение кредита от банка по стандартной процентной ставке.'
 'Оформление займа с определенными запланированными условиями возврата средств.'
 'Оплата стандартных зарплат сотрудникам.']",C,2,,other,ori_mmlu-professional_accounting
4985,"Этот вопрос относится к следующей информации.
""XI. Поскольку существующие науки бесполезны для открытия эффектов, так и существующая система логики бесполезна для открытия наук.
XIX. Существует и может существовать только два способа исследования и открытия истины. Один спешит быстро от чувств и конкретных фактов к самым общим аксиомам, и из них, как из принципов и их предполагаемой неоспоримой истины, выводит и открывает промежуточные аксиомы. Это путь, который сейчас используется. Другой строит свои аксиомы на основе чувств и конкретных фактов, постепенно и последовательно восходя, пока наконец не достигает самых общих аксиом, что является истинным, но не попытанным способом.
XXII. Каждый из этих двух путей начинается от чувств и конкретных фактов и заканчивается наиболее общими принципами...
XXXVI. У нас есть только один простой метод выражения наших мыслей, а именно, мы должны привести людей к конкретным фактам и их регулярной последовательности и порядку, и они должны на время отказаться от своих представлений и начать знакомство с вещами.""
Фрэнсис Бэкон, английский философ и эссеист, ""Новый органон"", 1620 год
К 1800-м г","['Он был расширен, чтобы включить неэмпирические формы рассуждения.'
 'Это стало основным принципом европейской культуры.'
 'Он застыл настолько, что обычный человек начал искать новый принцип организации жизни.'
 'Это использовалось только в отдельных областях академических исследований.'
 'Он был полностью заменен другим методом рассуждения.'
 'Это стало настолько широко принятым, что больше не вызывало сомнений.'
 'Он ослаб до такой степени, что стал незначительным.'
 'Оно было усовершенствовано и изменено таким количеством людей, что стало неразличимым для тех, таких как Бэкон, кто был его инициатором.'
 'Это было изменено, чтобы включить религиозные верования в научный процесс.'
 'Он был полностью отвергнут научным сообществом.']",B,1,,history,ori_mmlu-high_school_european_history
5450,Какой из них является членом семейства огурцов?,"['морковь' 'салат' 'картофель' 'зеленая фасоль' 'редис' 'яблоко'
 'зеленый перец' 'кукуруза' 'арбуз' 'помидор']",I,8,,other,ori_mmlu-miscellaneous
11528,"Плоская волна, перемещающаяся в воздухе со скоростью 1 000 Мк/сек и имеющая пиковую интенсивность электрического поля 1 вольт/метр, падает перпендикулярно на большой медный лист. Найдите среднюю мощность, поглощаемую листом на единицу площади.","['1.16 × 10^-7 ватт/метр^2' '2.32 × 10^-7 ватт/метр^2'
 '9.65 × 10^-7 ватт/метр^2.' '5.80 × 10^-8 ватт/метр^2'
 '0.0000116 ватт/метр²' '1.16 × 10^-8 ватт/метр^2' '0.0000464 ватт/метр^2'
 '5.00 × 10^-6 ватт/метр^2' '1.16 × 10^-6 ватт/метр^2'
 '2.34 × 10^-5 ватт/метр^2']",A,0,,engineering,stemez-Electromagnetics
